id;prenom;nom;region;fonction;organisme;actif;Email
3827;Mia;Anderson;14;Analyst;Soylent Corp;TRUE;mia.anderson3827@example.com
5247;Olivia;White;6;Editor;Dunder Mifflin;TRUE;olivia.white5247@example.com
3455;Xavier;Young;3;Support;Vandelay Industries;FALSE;xavier.young3455@example.com
1393;Rachel;Green;6;Support;Globex;TRUE;rachel.green1393@example.com
3603;David;Scott;2;Developer;Soylent Corp;TRUE;david.scott3603@example.com
1177;Wendy;Wright;11;Support;Soylent Corp;TRUE;wendy.wright1177@example.com
6678;Nathan;Allen;9;Developer;Globex;TRUE;nathan.allen6678@example.com
7963;Paul;Baker;4;Admin;Dunder Mifflin;TRUE;paul.baker7963@example.com
3070;Nathan;Martin;9;Developer;Acme Corp;TRUE;nathan.martin3070@example.com
8247;Grace;Scott;8;Manager;Massive Dynamic;TRUE;grace.scott8247@example.com
365;Leo;White;14;Admin;Massive Dynamic;TRUE;leo.white365@example.com
7908;Sam;Taylor;12;Manager;Vandelay Industries;TRUE;sam.taylor7908@example.com
6564;David;Garcia;1;Support;Umbrella;TRUE;david.garcia6564@example.com
3405;Jack;Miller;9;Admin;Pied Piper;TRUE;jack.miller3405@example.com
9217;Wendy;Wilson;16;Viewer;Acme Corp;TRUE;wendy.wilson9217@example.com
5346;Zach;Thomas;8;Developer;Dunder Mifflin;TRUE;zach.thomas5346@example.com
5884;Tina;Baker;13;Support;Globex;FALSE;tina.baker5884@example.com
3319;Olivia;Wilson;2;Manager;Dunder Mifflin;TRUE;olivia.wilson3319@example.com
7093;Leo;Martinez;12;Admin;Massive Dynamic;TRUE;leo.martinez7093@example.com
3763;Irene;Moore;14;Support;Massive Dynamic;FALSE;irene.moore3763@example.com
9106;Rachel;Young;9;Analyst;Hooli;TRUE;rachel.young9106@example.com
7451;Bob;Taylor;3;Analyst;Soylent Corp;TRUE;bob.taylor7451@example.com
9978;Leo;Green;4;Editor;Umbrella;TRUE;leo.green9978@example.com
3264;Paul;Moore;4;Viewer;Hooli;TRUE;paul.moore3264@example.com
7221;Mia;Green;15;Analyst;Hooli;TRUE;mia.green7221@example.com
785;Henry;Scott;16;Manager;Acme Corp;TRUE;henry.scott785@example.com
5078;Quinn;Baker;14;Viewer;Globex;TRUE;quinn.baker5078@example.com
1028;Frank;White;7;Viewer;Initech;TRUE;frank.white1028@example.com
8342;Alice;Williams;11;Editor;Initech;FALSE;alice.williams8342@example.com
